01:00:00.00 "Once a second"
01:00:00.10 "Twice a second"
01:00:00.20 "5 times a second"
01:00:00.30 "Twice a second"
01:00:00.40 "5 times a second"
01:00:00.50 "5 times a second"
01:00:00.60 "3 times a second"
01:00:00.70 "5 times a second"
01:00:00.80 "3 times a second"
01:00:00.90 "3 times a second"
01:00:01.00 "5 times a second"
01:00:01.10 "Once a second"
01:00:01.20 "Twice a second"
01:00:01.30 "5 times a second"
01:00:01.40 "Twice a second"
01:00:01.50 "5 times a second"
01:00:01.60 "5 times a second"
01:00:01.70 "3 times a second"
01:00:01.80 "5 times a second"
01:00:01.90 "3 times a second"
01:00:02.00 "3 times a second"
01:00:02.10 "5 times a second"
01:00:02.20 "Once a second"
01:00:02.30 "Twice a second"
01:00:02.40 "5 times a second"
01:00:02.50 "Twice a second"
01:00:02.60 "5 times a second"
01:00:02.70 "5 times a second"
01:00:02.80 "3 times a second"
01:00:02.90 "5 times a second"
01:00:03.00 "3 times a second"
01:00:03.10 "3 times a second"
01:00:03.20 "5 times a second"
01:00:03.30 "Once a second"
01:00:03.40 "Twice a second"
01:00:03.50 "5 times a second"
01:00:03.60 "Twice a second"
01:00:03.70 "5 times a second"
01:00:03.80 "5 times a second"
01:00:03.90 "3 times a second"
01:00:04.00 "5 times a second"
01:00:04.10 "3 times a second"
01:00:04.20 "3 times a second"
01:00:04.30 "5 times a second"
01:00:04.40 "Once a second"
01:00:04.50 "Twice a second"
01:00:04.60 "5 times a second"
01:00:04.70 "Twice a second"
01:00:04.80 "5 times a second"
01:00:04.90 "5 times a second"
01:00:05.00 "3 times a second"
01:00:05.10 "5 times a second"
01:00:05.20 "3 times a second"
01:00:05.30 "3 times a second"
01:00:05.40 "5 times a second"
01:00:05.50 "Once a second"
01:00:05.60 "Twice a second"
01:00:05.70 "5 times a second"
01:00:05.80 "Twice a second"
01:00:05.90 "5 times a second"
01:00:06.00 "5 times a second"
01:00:06.10 "3 times a second"
01:00:06.20 "5 times a second"
01:00:06.30 "3 times a second"
01:00:06.40 "3 times a second"
01:00:06.50 "5 times a second"
01:00:06.60 "Once a second"
01:00:06.70 "Twice a second"
01:00:06.80 "5 times a second"
01:00:06.90 "Twice a second"
01:00:07.00 "5 times a second"
01:00:07.10 "5 times a second"
01:00:07.20 "3 times a second"
01:00:07.30 "5 times a second"
01:00:07.40 "3 times a second"
01:00:07.50 "3 times a second"
01:00:07.60 "5 times a second"
01:00:07.70 "Once a second"
01:00:07.80 "Twice a second"
01:00:07.90 "5 times a second"
01:00:08.00 "Twice a second"
01:00:08.10 "5 times a second"
01:00:08.20 "5 times a second"
01:00:08.30 "3 times a second"
01:00:08.40 "5 times a second"
01:00:08.50 "3 times a second"
01:00:08.60 "3 times a second"
01:00:08.70 "5 times a second"
01:00:08.80 "Once a second"
01:00:08.90 "Twice a second"
01:00:09.00 "5 times a second"
01:00:09.10 "Twice a second"
01:00:09.20 "5 times a second"
01:00:09.30 "5 times a second"
01:00:09.40 "3 times a second"
01:00:09.50 "5 times a second"
01:00:09.60 "3 times a second"
01:00:09.70 "3 times a second"
01:00:09.80 "5 times a second"
01:00:09.90 "Once a second"
01:00:10.00 "Twice a second"
01:00:10.10 "5 times a second"
01:00:10.20 "Twice a second"
01:00:10.30 "5 times a second"
01:00:10.40 "5 times a second"
01:00:10.50 "3 times a second"
01:00:10.60 "5 times a second"
01:00:10.70 "3 times a second"
01:00:10.80 "3 times a second"
01:00:10.90 "5 times a second"
01:00:11.00 "Once a second"
01:00:11.10 "Twice a second"
01:00:11.20 "5 times a second"
01:00:11.30 "Twice a second"
01:00:11.40 "5 times a second"
01:00:11.50 "5 times a second"
01:00:11.60 "3 times a second"
01:00:11.70 "5 times a second"
01:00:11.80 "3 times a second"
01:00:11.90 "3 times a second"
01:00:12.00 "5 times a second"
01:00:12.10 "Once a second"
01:00:12.20 "Twice a second"
01:00:12.30 "5 times a second"
01:00:12.40 "Twice a second"
01:00:12.50 "5 times a second"
01:00:12.60 "5 times a second"
01:00:12.70 "3 times a second"
01:00:12.80 "5 times a second"
01:00:12.90 "3 times a second"
01:00:13.00 "3 times a second"
01:00:13.10 "5 times a second"
01:00:13.20 "Once a second"
01:00:13.30 "Twice a second"
01:00:13.40 "5 times a second"
01:00:13.50 "Twice a second"
01:00:13.60 "5 times a second"
01:00:13.70 "5 times a second"
01:00:13.80 "3 times a second"
01:00:13.90 "5 times a second"
01:00:14.00 "3 times a second"
01:00:14.10 "3 times a second"
01:00:14.20 "5 times a second"
01:00:14.30 "Once a second"
01:00:14.40 "Twice a second"
01:00:14.50 "5 times a second"
01:00:14.60 "Twice a second"
01:00:14.70 "5 times a second"
01:00:14.80 "5 times a second"
01:00:14.90 "3 times a second"
01:00:15.00 "5 times a second"
01:00:15.10 "3 times a second"
01:00:15.20 "3 times a second"
01:00:15.30 "5 times a second"
01:00:15.40 "Once a second"
01:00:15.50 "Twice a second"
01:00:15.60 "5 times a second"
01:00:15.70 "Twice a second"
01:00:15.80 "5 times a second"
01:00:15.90 "5 times a second"
01:00:16.00 "3 times a second"
01:00:16.10 "5 times a second"
01:00:16.20 "3 times a second"
01:00:16.30 "3 times a second"
01:00:16.40 "5 times a second"
01:00:16.50 "Once a second"
01:00:16.60 "Twice a second"
01:00:16.70 "5 times a second"
01:00:16.80 "Twice a second"
01:00:16.90 "5 times a second"
01:00:17.00 "5 times a second"
01:00:17.10 "3 times a second"
01:00:17.20 "5 times a second"
01:00:17.30 "3 times a second"
01:00:17.40 "3 times a second"
01:00:17.50 "5 times a second"
01:00:17.60 "Once a second"
01:00:17.70 "Twice a second"
01:00:17.80 "5 times a second"
01:00:17.90 "Twice a second"
01:00:18.00 "5 times a second"
01:00:18.10 "5 times a second"
01:00:18.20 "3 times a second"
01:00:18.30 "5 times a second"
01:00:18.40 "3 times a second"
01:00:18.50 "3 times a second"
01:00:18.60 "5 times a second"
01:00:18.70 "Once a second"
01:00:18.80 "Twice a second"
01:00:18.90 "5 times a second"
01:00:19.00 "Twice a second"
01:00:19.10 "5 times a second"
01:00:19.20 "5 times a second"
01:00:19.30 "3 times a second"
01:00:19.40 "5 times a second"
01:00:19.50 "3 times a second"
01:00:19.60 "3 times a second"
01:00:19.70 "5 times a second"
01:00:19.80 "Once a second"
01:00:19.90 "Twice a second"
01:00:20.00 "5 times a second"
01:00:20.10 "Twice a second"
01:00:20.20 "5 times a second"
01:00:20.30 "5 times a second"
01:00:20.40 "3 times a second"
01:00:20.50 "5 times a second"
01:00:20.60 "3 times a second"
01:00:20.70 "3 times a second"
01:00:20.80 "5 times a second"
01:00:20.90 "Once a second"
01:00:21.00 "Twice a second"
01:00:21.10 "5 times a second"
01:00:21.20 "Twice a second"
01:00:21.30 "5 times a second"
01:00:21.40 "5 times a second"
01:00:21.50 "3 times a second"
01:00:21.60 "5 times a second"
01:00:21.70 "3 times a second"
01:00:21.80 "3 times a second"
01:00:21.90 "5 times a second"
01:00:22.00 "Once a second"
01:00:22.10 "Twice a second"
01:00:22.20 "5 times a second"
01:00:22.30 "Twice a second"
01:00:22.40 "5 times a second"
01:00:22.50 "5 times a second"
01:00:22.60 "3 times a second"
01:00:22.70 "5 times a second"
01:00:22.80 "3 times a second"
01:00:22.90 "3 times a second"
01:00:23.00 "5 times a second"
01:00:23.10 "Once a second"
01:00:23.20 "Twice a second"
01:00:23.30 "5 times a second"
01:00:23.40 "Twice a second"
01:00:23.50 "5 times a second"
01:00:23.60 "5 times a second"
01:00:23.70 "3 times a second"
01:00:23.80 "5 times a second"
01:00:23.90 "3 times a second"
01:00:24.00 "3 times a second"
01:00:24.10 "5 times a second"
01:00:24.20 "Once a second"
01:00:24.30 "Twice a second"
01:00:24.40 "5 times a second"
01:00:24.50 "Twice a second"
01:00:24.60 "5 times a second"
01:00:24.70 "5 times a second"
01:00:24.80 "3 times a second"
01:00:24.90 "5 times a second"
01:00:25.00 "3 times a second"
01:00:25.10 "3 times a second"
01:00:25.20 "5 times a second"
01:00:25.30 "Once a second"
01:00:25.40 "Twice a second"
01:00:25.50 "5 times a second"
01:00:25.60 "Twice a second"
01:00:25.70 "5 times a second"
01:00:25.80 "5 times a second"
01:00:25.90 "3 times a second"
01:00:26.00 "5 times a second"
01:00:26.10 "3 times a second"
01:00:26.20 "3 times a second"
01:00:26.30 "5 times a second"
01:00:26.40 "Once a second"
01:00:26.50 "Twice a second"
01:00:26.60 "5 times a second"
01:00:26.70 "Twice a second"
01:00:26.80 "5 times a second"
01:00:26.90 "5 times a second"
01:00:27.00 "3 times a second"
01:00:27.10 "5 times a second"
01:00:27.20 "3 times a second"
01:00:27.30 "3 times a second"
01:00:27.40 "5 times a second"
01:00:27.50 "Once a second"
01:00:27.60 "Twice a second"
01:00:27.70 "5 times a second"
01:00:27.80 "Twice a second"
01:00:27.90 "5 times a second"
01:00:28.00 "5 times a second"
01:00:28.10 "3 times a second"
01:00:28.20 "5 times a second"
01:00:28.30 "3 times a second"
01:00:28.40 "3 times a second"
01:00:28.50 "5 times a second"
01:00:28.60 "Once a second"
01:00:28.70 "Twice a second"
01:00:28.80 "5 times a second"
01:00:28.90 "Twice a second"
01:00:29.00 "5 times a second"
01:00:29.10 "5 times a second"
01:00:29.20 "3 times a second"
01:00:29.30 "5 times a second"
01:00:29.40 "3 times a second"
01:00:29.50 "3 times a second"
01:00:29.60 "5 times a second"
01:00:29.70 "Once a second"
01:00:29.80 "Twice a second"
01:00:29.90 "5 times a second"
01:00:30.00 "Twice a second"
01:00:30.10 "5 times a second"
01:00:30.20 "5 times a second"
01:00:30.30 "3 times a second"
01:00:30.40 "5 times a second"
01:00:30.50 "3 times a second"
01:00:30.60 "3 times a second"
01:00:30.70 "5 times a second"
01:00:30.80 "Once a second"
01:00:30.90 "Twice a second"
01:00:31.00 "5 times a second"
01:00:31.10 "Twice a second"
01:00:31.20 "5 times a second"
01:00:31.30 "5 times a second"
01:00:31.40 "3 times a second"
01:00:31.50 "5 times a second"
01:00:31.60 "3 times a second"
01:00:31.70 "3 times a second"
01:00:31.80 "5 times a second"
01:00:31.90 "Once a second"
01:00:32.00 "Twice a second"
01:00:32.10 "5 times a second"
01:00:32.20 "Twice a second"
01:00:32.30 "5 times a second"
01:00:32.40 "5 times a second"
01:00:32.50 "3 times a second"
01:00:32.60 "5 times a second"
01:00:32.70 "3 times a second"
01:00:32.80 "3 times a second"
01:00:32.90 "5 times a second"
01:00:33.00 "Once a second"
01:00:33.10 "Twice a second"
01:00:33.20 "5 times a second"
01:00:33.30 "Twice a second"
01:00:33.40 "5 times a second"
01:00:33.50 "5 times a second"
01:00:33.60 "3 times a second"
01:00:33.70 "5 times a second"
01:00:33.80 "3 times a second"
01:00:33.90 "3 times a second"
01:00:34.00 "5 times a second"
01:00:34.10 "Once a second"
01:00:34.20 "Twice a second"
01:00:34.30 "5 times a second"
01:00:34.40 "Twice a second"
01:00:34.50 "5 times a second"
01:00:34.60 "5 times a second"
01:00:34.70 "3 times a second"
01:00:34.80 "5 times a second"
01:00:34.90 "3 times a second"
01:00:35.00 "3 times a second"
01:00:35.10 "5 times a second"
01:00:35.20 "Once a second"
01:00:35.30 "Twice a second"
01:00:35.40 "5 times a second"
01:00:35.50 "Twice a second"
01:00:35.60 "5 times a second"
01:00:35.70 "5 times a second"
01:00:35.80 "3 times a second"
01:00:35.90 "5 times a second"
01:00:36.00 "3 times a second"
01:00:36.10 "3 times a second"
01:00:36.20 "5 times a second"
01:00:36.30 "Once a second"
01:00:36.40 "Twice a second"
01:00:36.50 "5 times a second"
01:00:36.60 "Twice a second"
01:00:36.70 "5 times a second"
01:00:36.80 "5 times a second"
01:00:36.90 "3 times a second"
01:00:37.00 "5 times a second"
01:00:37.10 "3 times a second"
01:00:37.20 "3 times a second"
01:00:37.30 "5 times a second"
01:00:37.40 "Once a second"
01:00:37.50 "Twice a second"
01:00:37.60 "5 times a second"
01:00:37.70 "Twice a second"
01:00:37.80 "5 times a second"
01:00:37.90 "5 times a second"
01:00:38.00 "3 times a second"
01:00:38.10 "5 times a second"
01:00:38.20 "3 times a second"
01:00:38.30 "3 times a second"
01:00:38.40 "5 times a second"
01:00:38.50 "Once a second"
01:00:38.60 "Twice a second"
01:00:38.70 "5 times a second"
01:00:38.80 "Twice a second"
01:00:38.90 "5 times a second"
01:00:39.00 "5 times a second"
01:00:39.10 "3 times a second"
01:00:39.20 "5 times a second"
01:00:39.30 "3 times a second"
01:00:39.40 "3 times a second"
01:00:39.50 "5 times a second"
01:00:39.60 "Once a second"
01:00:39.70 "Twice a second"
01:00:39.80 "5 times a second"
01:00:39.90 "Twice a second"
01:00:40.00 "5 times a second"
01:00:40.10 "5 times a second"
01:00:40.20 "3 times a second"
01:00:40.30 "5 times a second"
01:00:40.40 "3 times a second"
01:00:40.50 "3 times a second"
01:00:40.60 "5 times a second"
01:00:40.70 "Once a second"
01:00:40.80 "Twice a second"
01:00:40.90 "5 times a second"
01:00:41.00 "Twice a second"
01:00:41.10 "5 times a second"
01:00:41.20 "5 times a second"
01:00:41.30 "3 times a second"
01:00:41.40 "5 times a second"
01:00:41.50 "3 times a second"
01:00:41.60 "3 times a second"
01:00:41.70 "5 times a second"
01:00:41.80 "Once a second"
01:00:41.90 "Twice a second"
01:00:42.00 "5 times a second"
01:00:42.10 "Twice a second"
01:00:42.20 "5 times a second"
01:00:42.30 "5 times a second"
01:00:42.40 "3 times a second"
01:00:42.50 "5 times a second"
01:00:42.60 "3 times a second"
01:00:42.70 "3 times a second"
01:00:42.80 "5 times a second"
01:00:42.90 "Once a second"
01:00:43.00 "Twice a second"
01:00:43.10 "5 times a second"
01:00:43.20 "Twice a second"
01:00:43.30 "5 times a second"
01:00:43.40 "5 times a second"
01:00:43.50 "3 times a second"
01:00:43.60 "5 times a second"
01:00:43.70 "3 times a second"
01:00:43.80 "3 times a second"
01:00:43.90 "5 times a second"
01:00:44.00 "Once a second"
01:00:44.10 "Twice a second"
01:00:44.20 "5 times a second"
01:00:44.30 "Twice a second"
01:00:44.40 "5 times a second"
01:00:44.50 "5 times a second"
01:00:44.60 "3 times a second"
01:00:44.70 "5 times a second"
01:00:44.80 "3 times a second"
01:00:44.90 "3 times a second"
01:00:45.00 "5 times a second"
01:00:45.10 "Once a second"
01:00:45.20 "Twice a second"
01:00:45.30 "5 times a second"
01:00:45.40 "Twice a second"
01:00:45.50 "5 times a second"
01:00:45.60 "5 times a second"
01:00:45.70 "3 times a second"
01:00:45.80 "5 times a second"
01:00:45.90 "3 times a second"
01:00:46.00 "3 times a second"
01:00:46.10 "5 times a second"
01:00:46.20 "Once a second"
01:00:46.30 "Twice a second"
01:00:46.40 "5 times a second"
01:00:46.50 "Twice a second"
01:00:46.60 "5 times a second"
01:00:46.70 "5 times a second"
01:00:46.80 "3 times a second"
01:00:46.90 "5 times a second"
01:00:47.00 "3 times a second"
01:00:47.10 "3 times a second"
01:00:47.20 "5 times a second"
01:00:47.30 "Once a second"
01:00:47.40 "Twice a second"
01:00:47.50 "5 times a second"
01:00:47.60 "Twice a second"
01:00:47.70 "5 times a second"
01:00:47.80 "5 times a second"
01:00:47.90 "3 times a second"
01:00:48.00 "5 times a second"
01:00:48.10 "3 times a second"
01:00:48.20 "3 times a second"
01:00:48.30 "5 times a second"
01:00:48.40 "Once a second"
01:00:48.50 "Twice a second"
01:00:48.60 "5 times a second"
01:00:48.70 "Twice a second"
01:00:48.80 "5 times a second"
01:00:48.90 "5 times a second"
01:00:49.00 "3 times a second"
01:00:49.10 "5 times a second"
01:00:49.20 "3 times a second"
01:00:49.30 "3 times a second"
01:00:49.40 "5 times a second"
01:00:49.50 "Once a second"
01:00:49.60 "Twice a second"
01:00:49.70 "5 times a second"
01:00:49.80 "Twice a second"
01:00:49.90 "5 times a second"
